id,kata alay,kode
1121,akpulang,A214G
1122,akram,A265M
1123,akrland,A264D
1124,aksesorisaluminium,A226M
1125,aksiberantascovid,A221D
1126,aksiberantascovidcegah,A221H
1127,aksiberantascovidcie,A221E
1128,aksiberantascovidpak,A221K
1129,aksicepattanggap,A222P
1130,aksikebaikan,A221N
1131,aksikita,A223A
1132,aksikitaindo,A223O
1133,aksikitaindojika,A223A
1134,aksimudaid,A225D
1135,aksinyatabantunegara,A225A
1136,aksinyatalawancorona,A225A
1137,aksinyatalawancoronabisa,A225A
1138,aksinyatalawancoronabukan,A225N
1139,aksinyatalawancoronalu,A225U
1140,aksinyatalawancoronamenurut,A225T
1141,aksipeduli,A221I
1142,aksisolidaritas,A224S
1143,akte,A230E
1144,akternatif,A236F
1145,aktifin,A231N
1146,aktifis,A231S
1147,aktifitas,A231S
1148,aktifitasku,A231U
1149,aktipmsi,A231I
1150,aktipna,A231A
1151,aktiviskemanusiaan,A231N
1152,aktivitasl,A231L
1153,aktivitasmu,A231U
1154,aktorhollywood,A236D
1155,aktorindia,A236A
1156,aktualitasid,A234D
1157,aktualnewsi,A234I
1158,aktwcxtg,A232G
1159,aktwcxtgpemimpin,A232N
1160,akuapulang,A214G
1161,akuarianagreantea,A265A
1162,akubisa,A212A
1163,akucintaindonesia,A225A
1164,akucintakalian,A225N
1165,akufraviato,A216O
1166,akuh,A200H
1167,akuhpengen,A215N
1168,akuingin,A252N
1169,akuiya,A200A
1170,akujalan,A224N
1171,akujan,A225N
1172,akujangan,A225N
1173,akujuga,A222A
1174,akukzl,A224L
1175,akuma,A250A
1176,akumaaf,A251F
1177,akumemilihsetia,A254A
1178,akumoleh,A254H
1179,akumulioo,A254O
1180,akumunduraja,A255A
1181,akumundursaja,A255A
1182,akunbaru,A251U
1183,akune,A250E
1184,akungakak,A252K
1185,akuningin,A252N
1186,akunnya,A250A
1187,akuntabel,A253L
1188,akunya,A250A
1189,akunyasono,A252O
1190,akupergi,A216I
1191,akupsi,A212I
1192,akupulang,A214G
1193,akupun,A215N
1194,akuraarep,A261P
1195,akurasinya,A262A
1196,akuratco,A263O
1197,akuratrakyat,A263T
1198,akursleepless,A262S
1199,akusicorona,A222A
1200,akutagawa,A232A
1201,akutagwa,A232A
1202,akutanpamu,A235U
1203,akutanyalho,A235O
1204,akutidak,A233K
1205,akutu,A230U
1206,akutuh,A230H
1207,akutuhasli,A232I
1208,akutuuh,A230H
1209,akutuuuuu,A230U
1210,akuu,A200U
1211,akuuu,A200U
1212,akuuuu,A200U
1213,akuvmasih,A215H
1214,akuwes,A220S
1215,akuwwwxxx,A220X
1216,akvitas,A213S
1217,akyat,A230T
1218,alaa,A400A
1219,alaaamiin,A455N
1220,alaah,A400H
1221,alaamiin,A455N
1222,alaamin,A455N
1223,aladedek,A432K
1224,alahzab,A421B
1225,alaidid,A430D
1226,alaihum,A450M
1227,alaikmus,A425S
1228,alaikumsalam,A425M
1229,alaikumsalamcepet,A425T
1230,alaikumsalampergi,A425I
1231,alainid,A453D
1232,alallah,A400H
1233,alamiahnya,A455A
1234,alamiin,A455N
1235,alamiinsemoga,A455A
1236,alamsutera,A452A
1237,alamsyah,A452H
1238,alangatok,A452K
1239,alangkahlucunyanegeriini,A452I
1240,alanumedia,A455A
1241,alaqsakediri,A422I
1242,alasangabener,A425R
1243,alasangabenerdarurat,A425T
1244,alasangabenersiang,A425G
1245,alasankita,A425A
1246,alasanku,A425U
1247,alasanmu,A425U
1248,alasantri,A425I
1249,alasanya,A425A
1250,alaskapun,A422N
1251,alatbantusex,A431X
1252,alatkesehatan,A432N
1253,alatna,A435A
1254,alatpelindungdiri,A431I
1255,alatpemeriksasuhubadan,A431N
1256,alatpenghancur,A431R
1257,alatpengukursuhutubuh,A431H
1258,alatpernafasan,A431N
1259,alatteknik,A432K
1260,alatteknikmedan,A432N
1261,alaves,A412S
1262,alawi,A400I
1263,alawiyah,A400H
1264,alay,A400Y
1265,albahjahtv,A412V
1266,albajuri,A412I
1267,albalubis,A412S
1268,albert,A416T
1269,albertopuig,A416G
1270,alberts,A416S
1271,albin,A415N
1272,alcanzado,A425O
1273,alcmjaq,A425Q
1274,alcmjaqkepada,A425A
1275,alcnarto,A425O
1276,alcnartoada,A425A
1277,aldilananda,A435A
1278,aldiron,A436N
1279,aldisya,A432A
1280,aldo,A430O
1281,aldy,A430Y
1282,alea,A400A
1283,aleg,A420G
1284,alegnya,A425A
1285,aleksanderceferin,A422N
1286,alesan,A425N
1287,alesane,A425E
1288,alesannya,A425A
1289,alessandro,A425O
1290,aletha,A430A
1291,alex,A420X
1292,alexandaria,A425A
1293,alexander,A425R
1294,alexanderputry,A425Y
1295,alexis,A422S
1296,alexmarquez,A425Z
1297,alexsong,A422G
1298,aleyakfij,A421J
1299,aleyakfijsmoga,A421A
1300,alf,A410F
1301,alfalahploso,A411O
1302,alfamart,A415T
1303,alfamartkalo,A415O
1304,alfamidi,A415I
1305,alfaridzimasca,A416A
1306,alfateha,A413A
1307,alfath,A413H
1308,alfatiha,A413A
1309,alfattarrr,A413R
1310,alfian,A415N
1311,alfiat,A413T
1312,alfithrah,A413H
1313,alford,A416D
1314,alfzwjwpd,A412D
1315,alfzwjwpdberikut,A412T
1316,algaindosatcare,A425E
1317,alghazalinew,A422W
1318,algo,A420O
1319,alhabib,A410B
1320,alhabsyi,A412I
1321,alhadielukman,A432N
1322,alhamduilah,A453H
1323,alhamdulilah,A453H
1324,alhamdulilahalhamdulilah,A453H
1325,alhamdulillaah,A453H
1326,alhamdulillag,A453G
1327,alhamdulillahalhamdulillah,A453H
1328,alhamdulillahga,A453A
1329,alhamdulillahh,A453H
1330,alhamdulillahjau,A453U
1331,alhamdulillahsana,A453A
1332,alhamdulillahvirus,A453S
1333,alhamdulillahya,A453A
1334,alhamdulillh,A453H
1335,alhamdulilllah,A453H
1336,alhamdullilah,A453H
1337,alhamdullilahhhalhamdullilahhh,A453H
1338,alhandulillah,A453H
1339,alhannatul,A453L
1340,alharusnya,A462A
1341,alhikmah,A425H
1342,alhmdulillah,A453H
1343,aliando,A453O
1344,aliansibem,A452M
1345,alibabagroup,A412P
1346,alibinya,A415A
1347,aliciawoollcott,A423T
1348,alie,A400E
1349,alifmovement,A415T
1350,alifwiralodra,A416A
1351,aligqyyhp,A422P
1352,aliiig,A420G
1353,aliim,A450M
1354,alimentar,A455R
1355,alimochtar,A452R
1356,alimochtarngabalin,A452N
1357,alimudin,A453N
1358,alirandana,A465A
1359,alirandanaforex,A465X
1360,alireza,A462A
1361,aliss,A420S
1362,alissawahid,A423D
1363,alisson,A425N
1364,alius,A420S
1365,alivetetap,A413P
1366,alixkxbsl,A422L
1367,alixkxbslsalah,A422H
1368,aliyil,A400L
1369,aliyyil,A400L
1370,aliza,A420A
1371,alkadrie,A423E
1372,alkarani,A426I
1373,alkatiri,A423I
1374,alkes,A422S
1375,alkhairaatpusat,A426T
1376,alkhidmah,A423H
1377,alkhoiry,A426Y
1378,alkitabiah,A423H
1379,alkkhbnix,A421X
1380,alkkhbnixminecraft,A421T
1381,alkohler,A426R
1382,alkoholnya,A425A
1383,alkoholo,A420O
1384,alla,A400A
1385,allaah,A400H
1386,allahaaamiin,A455N
1387,allahaamiin,A455N
1388,allahamin,A455N
1389,allahapa,A410A
1390,allahhh,A400H
1391,allahhhiye,A400E
1392,allahi,A400I
1393,allahissuperpower,A421R
1394,allahissuperpoweringet,A421T
1395,allahkeanu,A425U
1396,allahketawa,A423A
1397,allahmahabesar,A451R
1398,allahmahabesarcoba,A451A
1399,allahmahamendengar,A455R
1400,allahsebaikpelindung,A421G
1401,allahsegalanya,A422A
1402,allahtanpa,A435A
1403,allahua,A400A
1404,allahuakbarsaya,A421A
1405,allahualam,A450M
1406,allahulmusta,A452A
1407,allahummashalliaalaamuhammad,A452D
1408,allahy,A400Y
1409,allas,A420S
1410,alldaysun,A432N
1411,alle,A400E
1412,alleia,A400A
1413,allenatore,A453E
1414,allengland,A452D
1415,allhamdulilah,A453H
1416,allhamdulilahallhamdulilah,A453H
1417,allhamdulillah,A453H
1418,allhamndulilah,A455H
1419,allhmdulilaalhnya,A453A
1420,allhmdulilah,A453H
1421,alliedcontigo,A432O
1422,allkok,A420K
1423,alllah,A400H
1424,alloh,A400H
1425,allohumma,A450A
1426,allpagi,A412I
1427,allrisesilver,A462R
1428,alludh,A430H
1429,allways,A420S
1430,alm,A450M
1431,almaghrfullah,A452H
1432,almira,A456A
1433,almnsi,A455I
1434,almos,A452S
1435,almujaddid,A452D
1436,almuslimjatim,A452M
1437,alnmijf,A455F
1438,alnmijftolong,A455G
1439,alodokter,A432R
1440,aloei,A400I
1441,alokasikam,A422M
1442,alokfhdq,A421Q
1443,alouisci,A422I
1444,alpamidi,A415I
1445,alpen,A415N
1446,alphonse,A415E
1447,alpin,A415N
1448,alpukatmentega,A412A
1449,alqadqmqd,A423D
1450,alqadqmqdanda,A423A
1451,alqjgkslh,A422H
1452,alqjgkslhini,A422I
1453,alqur,A426R
1454,alreadydifferent,A463T
1455,alrwwzoso,A462O
1456,alrwwzosojumlah,A462H
1457,alsut,A423T
1458,alterbaserated,A436D
1459,alternatifkan,A436N
1460,althathera,A436A
1461,altmaier,A435R
1462,altra,A436A
1463,alueojuwhm,A425M
1464,alueojuwhmantisipasi,A425I
1465,aluminiumnya,A455A
1466,aluminiumprofile,A455E
1467,alumniipb,A455B
1468,alumniui,A455I
1469,alumny,A455Y
1470,alunalun,A450N
1471,alunalunbandung,A451G
1472,alunalunbaratrangkasbitung,A451G
1473,alunalunbdg,A451G
1474,alunbdg,A451G
1475,alurnyaaa,A465A
1476,alveranongebayangin,A416N
1477,alves,A412S
1478,alvi,A410I
1479,alviananta,A415A
1480,alvinolulu,A415U
1481,alvmsly,A415Y
1482,alvo,A410O
1483,alvy,A410Y
1484,alwa,A400A
1485,alwaivf,A411F
1486,alwaivfuzone,A411E
1487,alwaysreliable,A426E
1488,alwayszness,A422S
1489,alyawo,A400O
1490,alyawomenyangkut,A455T
1491,alykharidh,A426H
1492,alyssa,A420A
1493,alysyarief,A426F
1494,amaahumrah,A560H
1495,amabassador,A512R
1496,amad,A530D
1497,amadeus,A532S
1498,amador,A536R
1499,amai,A500I
1500,amakuru,A526U
1501,amalia,A540A
1502,amalina,A545A
1503,amalkn,A542N
1504,amanah,A550H
1505,amanahrajauntukpresiden,A556N
1506,amanahrajauntukpresidenamanah,A556H
1507,amanbersamagojek,A551K
1508,amanda,A553A
1509,amandaholden,A553N
1510,amandamanopo,A553O
1511,amanddirumah,A553H
1512,amandirimah,A553H
1513,amandirumah,A553H
1514,amandirumahlawan,A553N
1515,amandoa,A553A
1516,amanh,A550H
1517,amanillah,A554H
1518,amankab,A552B
1519,amankah,A552H
1520,amankalo,A552O
1521,amankan,A552N
1522,amanmishra,A552A
1523,amann,A550N
1524,amannya,A550A
1525,amanproduktifkenapa,A551A
1526,amarah,A560H
1527,amarga,A562A
1528,amari,A560I
1529,amataligg,A534G
1530,amatbgini,A531I
1531,amatburuan,A531N
1532,amatcih,A532H
1533,amatiran,A536N
1534,amatirselamat,A536T
1535,amatpantesan,A531N
1536,amatsih,A532H
1537,amatt,A530T
1538,amatudah,A533H
1539,amazinghair,A525R
1540,amazone,A525E
1541,amb,A510B
1542,ambe,A510E
1543,ambi,A510I
1544,ambilbalik,A514K
1545,ambilin,A514N
1546,ambilpergi,A514I
1547,ambir,A516R
1548,ambivert,A511T
1549,ambre,A516E
1550,ambrok,A516K
1551,ambrolnya,A516A
1552,ambulan,A514N
1553,ambune,A515E
1554,ambyaaaar,A516R
1555,ambyaaarrr,A516R
1556,ambyaaarrrgara,A516A
1557,ambyarkalau,A516U
1558,ambyarkarna,A516A
1559,ambyarmu,A516U
1560,ambyarnya,A516A
1561,ambyarr,A516R
1562,ambyarrr,A516R
1563,ambyarrrr,A516R
1564,ambyarrrrsemoga,A516A
1565,amdzlmrpyz,A532Z
1566,amdzlmrpyzcegah,A532H
1567,ame,A500E
1568,ameennn,A550N
1569,ameh,A500H
1570,amel,A540L
1571,amelcarla,A542A
1572,ameliaali,A540I
1573,ameliainess,A545S
1574,amer,A560R
1575,amerbentar,A561R
1576,amergo,A562O
1577,americanlaoch,A562H
1578,americanvalues,A562S
1579,americanvirus,A562S
1580,americas,A562S
1581,americaskabar,A562R
1582,amerikakasus,A562S
1583,amerikaserikat,A562T
1584,amerikaserikatjames,A562S
1585,amerikaserikatkozo,A562O
1586,amerikaseriktat,A562T
1587,amet,A530T
1588,amfcppm,A512M
1589,amfcppmperusahaan,A512N
1590,amfmelkpi,A514I
1591,amfmelkpiproteksi,A514I
1592,amgpeduli,A521I
1593,amgpedulicorona,A521A
1594,amibamacak,A512K
1595,amien,A550N
1596,amienrais,A556S
1597,amies,A520S
1598,amigos,A522S
1599,amigosbarkembang,A522G
1600,amii,A500I
1601,amiiiin,A550N
1602,amiiin,A550N
1603,amiiit,A530T
1604,amiin,A550N
1605,amiinamiin,A550N
1606,amiinb,A551B
1607,amiinklik,A552K
1608,amiinn,A550N
1609,amiinnnnn,A550N
1610,amiinnnnnamiinnnnn,A550N
1611,amiinorang,A556G
1612,amiit,A530T
1613,aminah,A550H
1614,aminakhirnya,A552A
1615,aminamiinnn,A550N
1616,aming,A552G
1617,amingetika,A552A
1618,aminin,A550N
1619,aminkan,A552N
1620,aminkerja,A552A
1621,aminn,A550N
1622,aminnmasyallah,A552H
1623,aminnn,A550N
1624,aminnnn,A550N
1625,aminnnnn,A550N
1626,aminnsemoga,A552A
1627,aminnsiapa,A552A
1628,aminpalingserius,A551S
1629,aminrindu,A556U
1630,aminsalam,A552M
1631,aminsemoga,A552A
1632,aminullah,A554H
1633,aminx,A552X
1634,aminya,A550A
1635,amirkhan,A562N
1636,amirsyarif,A562F
1637,amiruddin,A563N
1638,amissa,A520A
1639,amitji,A532I
1640,amittt,A530T
1641,amjeng,A525G
1642,amjenk,A525K
1643,amjg,A522G
1644,amjim,A520M
1645,amjimkjauh,A522H
1646,amjinc,A525C
1647,amjinck,A525K
1648,amjincpegi,A525I
1649,amjing,A525G
1650,amjingcabut,A525T
1651,amjinggak,A525K
1652,amjingsekarang,A525G
1653,amjink,A525K
1654,amjinkapanya,A525A
1655,amjinkenyah,A525H
1656,amjinkgosah,A525H
1657,amjinkk,A525K
1658,amjinkngaleo,A525O
1659,amjinkpergiiii,A525I
1660,amjinkskrg,A525G
1661,amjnc,A525C
1662,amjnck,A525K
1663,amjnckcepetan,A525N
1664,amjncpergi,A525I
1665,amjncsono,A525O
1666,amjnk,A525K
1667,amkbrcehi,A521I
1668,amkbrcehikodam,A521M
1669,amkop,A521P
1670,amlapura,A541A
1671,amlovirus,A541S
1672,amnjeng,A552G
1673,amnjing,A552G
1674,amnjingnggausa,A552A
1675,amnjink,A552K
1676,amnjinkpergi,A552I
1677,amo,A500O
1678,amoebagua,A512A
1679,amoh,A500H
1680,amores,A562S
1681,amorlove,A564E
1682,amory,A560Y
1683,amoy,A500Y
1684,amoymeskipun,A522N
1685,ampliou,A514U
1686,ampuhkah,A512H
1687,ampuhviruscorona,A511A
1688,ampunkan,A515N
1689,ampunn,A515N
1690,ampuuunnn,A515N
1691,ampxmkrtn,A512N
1692,ampxmkrtnkenapa,A512A
1693,amr,A560R
1694,amrik,A562K
1695,amro,A560O
1696,amruk,A562K
1697,amrullah,A564H
1698,amsi,A520I
1699,amsipeliputanberita,A521A
1700,amstrong,A523G
1701,amtas,A532S
1702,amvajqnr,A512R
1703,amvajqnrsemoga,A512A
1704,amwriting,A563G
1705,amyorreth,A563H
1706,amzhgru,A522U
1707,amzhgrupelatih,A522H
1708,amziiioooong,A525G
1709,amzxws,A522S
1710,anadolu,A534U
1711,anakanak,A520K
1712,anakbekasi,A521I
1713,anakbinaan,A521N
1714,anakbogor,A521R
1715,anakcerdas,A522S
1716,anakdesaid,A523D
1717,anake,A520E
1718,anakhebat,A521T
1719,anakhits,A523S
1720,anakin,A520N
1721,anakipb,A521B
1722,anakjalanan,A522N
1723,anakkolong,A524G
1724,anakkost,A522T
1725,anakkuliah,A524H
1726,anakmuda,A525A
1727,anakn,A520N
1728,anaknakal,A524L
1729,anakngerih,A522H
1730,anaknyaanda,A523A
1731,anaknyajapri,A522I
1732,anaknyaya,A520A
1733,anakperantau,A521U
1734,anakpintar,A521R
1735,anakrantau,A526U
1736,anakrebahan,A526N
1737,anakrumahan,A526N
1738,anaksd,A522D
1739,anaksehat,A522T
1740,anaksekolah,A522H
1741,anaksma,A522A
1742,anaktntl,A523L
1743,anaktntlpandemi,A523I
1744,anaktwitterlama,A523A
1745,anaktwitterlamaak,A523K
1746,anaktwitterlamangakak,A523K
1747,anaktwitterlamani,A523I
1748,anaktwitterlamaseniurrrr,A523R
1749,anakuja,A522A
1750,anakunpad,A521D
1751,analisa,A542A
1752,analisanya,A542A
1753,analisateknikal,A542L
1754,analisateknikalsobat,A542T
1755,analisi,A542I
1756,analisispajak,A542K
1757,analystjangan,A542N
1758,analytics,A543S
1759,anam,A550M
1760,anambas,A551S
1761,anand,A530D
1762,anandashram,A532M
1763,anane,A500E
1764,ananghermansyah,A526H
1765,ananghijau,A522U
1766,anank,A520K
1767,anantadamarjati,A533I
1768,anaomba,A551A
1769,anarko,A562O
1770,anas,A520S
1771,anastasia,A523A
1772,anatakupa,A532A
1773,anatasia,A532A
1774,anawxlqook,A524K
1775,anawxlqookiran,A524N
1776,anbazahgan,A512N
1777,anbazhagan,A512N
1778,ancama,A525A
1779,ancamengancam,A525M
1780,ancasiapanya,A522A
1781,ancdpwnn,A523N
1782,ancdpwnnbijak,A523K
1783,ancelotti,A524I
1784,ancen,A520N
1785,ancepetan,A521N
1786,anchorcuap,A526P
1787,anchornah,A526H
1788,ancolhaha,A524A
1789,ancoljingan,A524N
1790,ancollockensite,A524E
1791,ancolnanti,A524I
1792,ancolsaya,A524A
1793,ancor,A526R
1794,ancsedbd,A522D
1795,ancsedbdibu,A522U
1796,ancsyoqpiy,A522Y
1797,ancsyoqpiyini,A522I
1798,ancur,A526R
1799,ancuran,A526N
1800,ancurnya,A526A
1801,andaa,A530A
1802,andaaahh,A530H
1803,andaaahhsana,A532A
1804,andaga,A532A
1805,andalanku,A534U
1806,andalimanbooks,A534S
1807,andalimanbooksdotcom,A534M
1808,andalin,A534N
1809,andamulia,A535A
1810,andasmu,A532U
1811,andatahu,A533U
1812,andawahh,A530H
1813,anday,A530Y
1814,anderlecht,A536T
1815,anderskor,A536R
1816,andhiq,A532Q
1817,andiarief,A536F
1818,andiarif,A536F
1819,andien,A530N
1820,andienaisyah,A532H
1821,andihiyat,A533T
1822,andiinakartika,A532A
1823,andikaanggraito,A532O
1824,andikap,A532P
1825,andikaprimaaa,A532A
1826,andikaprimaaaapa,A532A
1827,andini,A530I
1828,andiniandini,A530I
1829,andirja,A536A
1830,andmeshkamaleng,A535G
1831,andre,A536E
1832,andrea,A536A
1833,andreadian,A536N
1834,andreas,A536S
1835,andrej,A536J
1836,andrerosiade,A536E
1837,andreterstegen,A536N
1838,andrewjack,A536K
1839,andrian,A536N
1840,andriani,A536I
1841,andriawan,A536N
1842,andris,A536S
1843,andritany,A536Y
1844,andro,A536O
1845,androidsaya,A536A
1846,andromeda,A536A
1847,andrydewantoah,A536H
1848,anduak,A532K
1849,andy,A530Y
1850,andyestheymad,A532D
1851,ane,A500E
1852,anehawal,A540L
1853,anehbaru,A516U
1854,anehcepet,A521T
1855,anehh,A500H
1856,anehitu,A530U
1857,anehmahfud,A551D
1858,anehtidak,A533K
1859,aneis,A520S
1860,anes,A520S
1861,anestesinya,A523A
1862,anexempt,A525T
1863,anf,A510F
1864,anfield,A514D
1865,anfjwffmt,A512T
1866,anfjwffmtquarantine,A512E
1867,anfyz,A512Z
1868,anfyzkomentator,A512R
1869,ang,A520G
1870,angela,A524A
1871,angelamerkell,A524L
1872,angeles,A524S
1873,angellelga,A524A
1874,angelsanddemon,A524N
1875,anget,A523T
1876,anggaindraprat,A523T
1877,anggarandana,A526A
1878,angger,A526R
1879,anggia,A520A
1880,anggie,A520E
1881,anggotadpr,A523R
1882,anggotadprd,A523D
1883,anggotadprddkijakarta,A523A
1884,anggotadprdmedan,A523N
1885,anggotadprdmedandetik,A523K
1886,anggotapolri,A523I
1887,anggraini,A526I
1888,anggrektangerang,A526G
1889,anggunnazwa,A522A
1890,anggy,A520Y
1891,angie,A520E
1892,angievirgin,A521N
1893,anginminum,A525M
1894,anginmukamu,A525U
1895,angjiiii,A522I
1896,angjiiiiminggatttt,A522T
1897,angjim,A522M
1898,angjimcepet,A522T
1899,angjip,A522P
1900,angkacoronaindonesia,A522A
1901,angkacoronaindonesiaideas,A522S
1902,angkajitu,A522U
1903,angkakematian,A522N
1904,angkakesembuhan,A522N
1905,angkasamakhluk,A522K
1906,angkasapura,A522A
1907,angkasapurai,A522I
1908,angkasapuraii,A522I
1909,angkasapuraipenerbangan,A522N
1910,angkasawajah,A522H
1911,angkaspurai,A522I
1912,angkatanhebat,A522T
1913,angkatanhebatkalian,A522N
1914,angkatbesi,A522I
1915,angke,A522E
1916,angkek,A522K
1917,angkot,A522T
1918,angkutangotong,A522G
1919,angkutin,A522N
1920,angkutserlywlndrs,A522S
1921,angpao,A521O
1922,angpaolebaran,A521N
1923,angrhkfd,A526D
1924,angrhkfdmakin,A526N
1925,angsapergi,A522I
1926,angusbakar,A522R
1927,anha,A500A
1928,anhar,A560R
1929,anic,A520C
1930,anicca,A520A
1931,anies,A520S
1932,aniesanies,A520S
1933,aniesbasawedan,A521N
1934,aniesbasedan,A521N
1935,aniesbaswe,A521E
1936,aniesbaswedan,A521N
1937,aniesbaswedananies,A521S
1938,aniesbaswedancorona,A521A
1939,aniesbaswedandapatjempol,A521L
1940,aniesbaswedandapatjempolrespon,A521N
1941,aniesbaswedandeddy,A521Y
1942,aniesbaswedangiliran,A521N
1943,aniesbaswedangk,A521K
1944,aniesbaswedangubernur,A521R
1945,aniesbaswedanjuarabohong,A521G
1946,aniesbaswedankalo,A521O
1947,aniesbaswedanorang,A521G
1948,aniesbaswedansambil,A521L
1949,aniesbaswedanteken,A521N
1950,aniesbaswedanvirus,A521S
1951,aniesbaswesan,A521N
1952,aniesbawedan,A521N
1953,aniesdki,A523I
1954,aniesgubernurbrilliant,A522T
1955,aniesnewsupdate,A521E
1956,aniesnewsupdatecebong,A521G
1957,aniestakbecus,A523S
1958,aniestanggapcorona,A523A
1959,aniestanggapcoronavirus,A523S
1960,anii,A500I
1961,animasiindonesia,A552A
1962,anime,A550E
1963,anisa,A520A
1964,anisabooks,A521S
1965,anisbasweden,A521N
1966,anisbyarwati,A521I
1967,anislutfiaa,A524A
1968,anivers,A516S
1969,anj,A520J
1970,anjaaaay,A520Y
1971,anjaayyquinnlett,A522T
1972,anjani,A520I
1973,anjanjani,A520I
1974,anjanterin,A523N
1975,anjarisme,A526E
1976,anjay,A520Y
1977,anjaykan,A522N
1978,anjayy,A520Y
1979,anjbesok,A521K
1980,anjburu,A521U
1981,anjburuan,A521N
1982,anjc,A522C
1983,anjcabut,A522T
1984,anjcepetan,A522N
1985,anjcpt,A522T
1986,anjdari,A523I
1987,anjeee,A520E
1988,anjeeeeeng,A522G
1989,anjeeeeenggaakan,A522N
1990,anjeeerrrrr,A526R
1991,anjeeerrrrrsono,A526O
1992,anjeengggyaudah,A522H
1993,anjeennkkk,A522K
1994,anjeennkkksono,A522O
1995,anjeg,A522G
1996,anjegburan,A522N
1997,anjenc,A522C
1998,anjenclama,A522A
1999,anjend,A523D
2000,anjendpergi,A523I
2001,anjeng,A522G
2002,anjenganjing,A522G
2003,anjengbacot,A522T
2004,anjengbaik,A522K
2005,anjengbalik,A522K
2006,anjengdah,A522H
2007,anjengg,A522G
2008,anjenggbacot,A522T
2009,anjenggg,A522G
2010,anjengggbodoamat,A522T
2011,anjengggg,A522G
2012,anjenggggbawa,A522A
2013,anjengggghari,A522I
2014,anjenggggpulang,A522G
2015,anjengjangan,A522N
2016,anjengmati,A522I
2017,anjengming,A522G
2018,anjengmksh,A522H
2019,anjengmudik,A522K
2020,anjengmusnah,A522H
2021,anjengpergi,A522I
2022,anjengpulang,A522G
2023,anjengsono,A522O
2024,anjengyang,A522G
2025,anjenk,A522K
2026,anjenkk,A522K
2027,anjenkkk,A522K
2028,anjenkkkbodoamat,A522T
2029,anjenkkmati,A522I
2030,anjenkngapa,A522A
2031,anjenkpala,A522A
2032,anjenyah,A520H
2033,anjer,A526R
2034,anjerburuan,A526N
2035,anjerpergi,A526I
2036,anjerr,A526R
2037,anjerrlu,A526U
2038,anjffqer,A521R
2039,anjg,A522G
2040,anjgada,A522A
2041,anjgalhamdulillah,A522H
2042,anjganjg,A522G
2043,anjgausa,A522A
2044,anjgausah,A522H
2045,anjgawas,A522S
2046,anjgayo,A522O
2047,anjgbalik,A522K
2048,anjgburuan,A522N
2049,anjgcabut,A522T
2050,anjgcepetan,A522N
2051,anjgg,A522G
2052,anjggara,A522A
2053,anjggg,A522G
2054,anjgggg,A522G
2055,anjggggcepetannn,A522N
2056,anjggggg,A522G
2057,anjgggggpulang,A522G
2058,anjggggyg,A522G
2059,anjgiya,A522A
2060,anjgiyaa,A522A
2061,anjgjauh,A522H
2062,anjglo,A522O
2063,anjgminggato,A522O
2064,anjgngalio,A522O
2065,anjgngilang,A522G
2066,anjgpergi,A522I
2067,anjgpulang,A522G
2068,anjgsana,A522A
2069,anjgsecepetnya,A522A
2070,anjgsekalian,A522N
2071,anjgsekarang,A522G
2072,anjgsilahkan,A522N
2073,anjgsilahkannnn,A522N
2074,anjgsono,A522O
